,AGE,AGECL,EDCL,FAMSTRUCT,KIDS,MARRIED,OCCAT1,OCCAT2,RACE,LIFECL,LF,INDCAT,EXPENSHILO,BNKRUPLAST5,FORECLLAST5,ASSET,FIN,RETEQ,ANYPEN,BUS,HOMEEQ,CURRPEN,IRAKH,DEBT,LATE,LATE60,HPAYDAY,RENT,PAYEDU1,PAYEDU2,PAYEDU3,PAYEDU4,PAYEDU5,PAYEDU6,PAYEDU7,KNOWL,SAVRES1,SAVRES4,SAVRES6,SAVRES7,SAVRES8,WSAVED,INCOME,INCCAT,SSRETINC,WAGEINC,NETWORTH,EMERGBORR,EMERGSAV,EMERGPSTP,EMERGCUT,EMERGWORK
13785,40,2,4,4,1,1,1,1,1,3,1,2,1,0,0,1912300.0,550500,324000.0,1,0,724000,0,193000,389000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,1,0,3,194564.12826,5,0.0,183755.01002,1523300.0,0,0,0,0,1
13786,40,2,4,4,1,1,1,1,1,3,1,2,1,0,0,1911300.0,550500,324000.0,1,0,749000,0,193000,364000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,1,0,3,194564.12826,5,0.0,183755.01002,1547300.0,0,0,0,0,1
13787,40,2,4,4,1,1,1,1,1,3,1,2,1,0,0,1912400.0,550500,324000.0,1,0,748000,0,193000,365000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,1,0,3,194564.12826,5,0.0,183755.01002,1547400.0,0,0,0,0,1
13788,40,2,4,4,1,1,1,1,1,3,1,2,1,0,0,1911400.0,550500,324000.0,1,0,678000,0,193000,435000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,1,0,3,194564.12826,5,0.0,183755.01002,1476400.0,0,0,0,0,1
13789,40,2,4,4,1,1,1,1,1,3,1,2,1,0,0,1911300.0,550500,324000.0,1,0,721000,0,193000,392000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,1,0,3,194564.12826,5,0.0,183755.01002,1519300.0,0,0,0,0,1
13790,43,2,4,2,0,2,2,1,3,1,1,2,3,0,0,510300.0,52300,15300.0,0,435000,0,0,17000,63200,0,0,0,2100.0,0.0,0,0.0,0,0,0,0,2,0,1,0,0,0,3,23780.06012,1,0.0,0.0,447100.0,0,1,0,0,0
13791,43,2,4,2,0,2,2,1,3,1,1,2,3,0,0,383700.0,54700,18000.0,0,309000,0,0,20000,66300,0,0,0,1900.0,0.0,0,0.0,0,0,0,0,2,0,1,0,0,0,3,23780.06012,1,0.0,0.0,317400.0,0,1,0,0,0
13792,43,2,4,2,0,2,2,1,3,1,1,2,3,0,0,428200.0,55200,18000.0,0,355000,0,0,20000,57500,0,0,0,1700.0,0.0,0,0.0,0,0,0,0,2,0,1,0,0,0,3,23780.06012,1,0.0,0.0,370700.0,0,1,0,0,0
13793,43,2,4,2,0,2,2,1,3,1,1,2,3,0,0,342200.0,55200,15300.0,0,267000,0,0,17000,63400,0,0,0,1900.0,0.0,0,0.0,0,0,0,0,2,0,1,0,0,0,3,24860.971944,1,0.0,0.0,278800.0,0,1,0,0,0
13794,43,2,4,2,0,2,2,1,3,1,1,2,3,0,0,478700.0,51700,15300.0,0,408000,0,0,17000,63400,0,0,0,1700.0,0.0,0,0.0,0,0,0,0,2,0,1,0,0,0,3,24860.971944,1,0.0,0.0,415300.0,0,1,0,0,0
13795,59,4,3,5,0,1,2,1,4,5,1,2,3,0,0,23158000.0,1745000,0.0,0,15650000,1190000,0,0,467100,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,1,3,0.0,1,0.0,0.0,22690900.0,0,0,0,0,1
13796,59,4,3,5,0,1,2,1,4,5,1,2,3,0,0,23112000.0,1700000,0.0,0,15650000,1190000,0,0,471450,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,1,3,0.0,1,0.0,0.0,22640550.0,0,0,0,0,1
13797,59,4,3,5,0,1,2,1,4,5,1,2,3,0,0,22974000.0,1560000,0.0,0,15650000,1190000,0,0,469000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,1,3,0.0,1,0.0,0.0,22505000.0,0,0,0,0,1
13798,59,4,3,5,0,1,2,1,4,5,1,2,3,0,0,23037000.0,1625000,0.0,0,15650000,1190000,0,0,467500,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,1,3,0.0,1,0.0,0.0,22569500.0,0,0,0,0,1
13799,59,4,3,5,0,1,2,1,4,5,1,2,3,0,0,23038000.0,1625000,0.0,0,15650000,1190000,0,0,466000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,1,3,0.0,1,0.0,0.0,22572000.0,0,0,0,0,1
13800,52,3,4,4,2,1,2,3,1,3,1,2,1,0,0,1629000.0,212000,79200.0,1,700000,305000,0,36000,214000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,1,0,1,148084.91984,4,0.0,130790.33066,1415000.0,0,0,0,0,0
13801,52,3,4,4,2,1,2,3,1,3,1,2,1,0,0,2333000.0,801000,710000.0,1,700000,305000,0,36000,215000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,1,0,1,155651.30261,5,0.0,129709.41884,2118000.0,0,0,0,0,0
13802,52,3,4,4,2,1,2,3,1,3,1,2,1,0,0,1651000.0,324000,233000.0,1,700000,305000,0,36000,215000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,1,0,1,152408.56713,5,0.0,131871.24248,1436000.0,0,0,0,0,0
13803,52,3,4,4,2,1,2,3,1,3,1,2,1,0,0,1683000.0,361000,271000.0,1,700000,305000,0,36000,215000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,1,0,1,157813.12625,5,0.0,138356.71343,1468000.0,0,0,0,0,0
13804,52,3,4,4,2,1,2,3,1,3,1,2,1,0,0,1521000.0,194000,94500.0,1,700000,305000,0,36000,214000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,1,0,1,157813.12625,5,0.0,131871.24248,1307000.0,0,0,0,0,0
13805,84,6,3,3,0,2,3,4,1,6,0,4,3,0,0,109300.0,4600,0.0,1,0,85000,0,0,8200,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,0,1,34589.178357,2,34589.178357,0.0,101100.0,0,0,0,0,0
13806,84,6,3,3,0,2,3,4,1,6,0,4,3,0,0,135300.0,29100,0.0,1,0,85000,0,0,8200,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,0,1,34589.178357,2,34589.178357,0.0,127100.0,0,0,0,0,0
13807,84,6,3,3,0,2,3,4,1,6,0,4,3,0,0,175400.0,58400,0.0,1,0,85000,0,0,8200,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,0,1,35670.09018,2,34589.178357,0.0,167200.0,0,0,0,0,0
13808,84,6,3,3,0,2,3,4,1,6,0,4,3,0,0,114200.0,4600,0.0,1,0,85000,0,0,8500,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,0,1,34589.178357,2,34589.178357,0.0,105700.0,0,0,0,0,0
13809,84,6,3,3,0,2,3,4,1,6,0,4,3,0,0,125300.0,9300,0.0,1,0,85000,0,0,8400,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,0,1,35670.09018,2,34589.178357,0.0,116900.0,0,0,0,0,0
13810,66,5,4,4,1,1,2,3,4,5,1,2,1,0,0,3272630.0,91230,0.0,1,1464000,686000,0,0,150000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,4,0,0,0,1,0,2,376157.31463,6,50802.855711,87553.857715,3122630.0,0,1,0,0,0
13811,66,5,4,4,1,1,2,3,4,5,1,2,1,0,0,2941170.0,34770,0.0,1,1194000,686000,0,0,144000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,4,0,0,0,1,0,2,332920.84168,6,15132.765531,79987.47495,2797170.0,0,1,0,0,0
13812,66,5,4,4,1,1,2,3,4,5,1,2,1,0,0,3771190.0,57790,0.0,1,1984000,686000,0,0,162000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,4,0,0,0,1,0,2,361024.5491,6,42155.561122,79987.47495,3609190.0,0,1,0,0,0
13813,66,5,4,4,1,1,2,3,4,5,1,2,1,0,0,2952240.0,23840,0.0,1,1244000,686000,0,0,114000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,4,0,0,0,1,0,2,355619.98998,6,25941.883768,91877.50501,2838240.0,0,1,0,0,0
13814,66,5,4,4,1,1,2,3,4,5,1,2,1,0,0,2947900.0,70500,0.0,1,1194000,686000,0,0,114000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,4,0,0,0,1,0,2,376157.31463,6,50802.855711,87553.857715,2833900.0,0,1,0,0,0
13815,75,6,4,5,0,1,3,4,1,6,0,4,1,0,0,1506800.0,1107800,994000.0,1,0,112000,994000,0,266000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,3,121062.12425,4,121062.12425,0.0,1240800.0,0,1,0,0,0
13816,75,6,4,5,0,1,3,4,1,6,0,4,1,0,0,1507800.0,1108800,995000.0,1,0,112000,995000,0,266000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,3,121062.12425,4,121062.12425,0.0,1241800.0,0,1,0,0,0
13817,75,6,4,5,0,1,3,4,1,6,0,4,1,0,0,1507800.0,1107800,0.0,1,0,112000,994000,0,266000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,3,121062.12425,4,121062.12425,0.0,1241800.0,0,1,0,0,0
13818,75,6,4,5,0,1,3,4,1,6,0,4,1,0,0,1506800.0,1107800,198800.0,1,0,112000,994000,0,266000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,3,121062.12425,4,121062.12425,0.0,1240800.0,0,1,0,0,0
13819,75,6,4,5,0,1,3,4,1,6,0,4,1,0,0,1508800.0,1108800,0.0,1,0,112000,995000,0,266000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,3,121062.12425,4,121062.12425,0.0,1242800.0,0,1,0,0,0
13820,78,6,4,3,0,2,3,4,1,6,0,4,3,0,0,4785000.0,4385000,600000.0,1,0,400000,0,800000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,0,3,166460.42084,5,101605.71142,0.0,4785000.0,0,1,0,0,0
13821,78,6,4,3,0,2,3,4,1,6,0,4,3,0,0,6115000.0,5715000,600000.0,1,0,400000,0,800000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,0,3,166460.42084,5,100524.7996,0.0,6115000.0,0,1,0,0,0
13822,78,6,4,3,0,2,3,4,1,6,0,4,3,0,0,4993000.0,4593000,600000.0,1,0,400000,0,800000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,0,3,169703.15631,5,104848.44689,0.0,4993000.0,0,1,0,0,0
13823,78,6,4,3,0,2,3,4,1,6,0,4,3,0,0,7815000.0,7415000,600000.0,1,0,400000,0,800000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,0,3,175107.71543,5,109172.09419,0.0,7815000.0,0,1,0,0,0
13824,78,6,4,3,0,2,3,4,1,6,0,4,3,0,0,9605000.0,9205000,600000.0,1,0,400000,0,800000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,0,3,164298.59719,5,99443.887776,0.0,9605000.0,0,1,0,0,0
13825,58,4,3,4,1,1,2,1,1,5,1,2,3,0,0,40257900.0,47900,24000.0,0,34300000,2270000,0,24000,1477000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,1,3,579368.73747,6,0.0,0.0,38780900.0,0,1,0,0,0
13826,58,4,3,4,1,1,2,1,1,5,1,2,3,0,0,40258900.0,47900,24000.0,0,34300000,2270000,0,24000,1477000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,1,3,623686.12224,6,0.0,0.0,38781900.0,0,1,0,0,0
13827,58,4,3,4,1,1,2,1,1,5,1,2,3,0,0,40257900.0,47900,24000.0,0,34300000,2270000,0,24000,1477000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,1,3,825816.63327,6,0.0,0.0,38780900.0,0,1,0,0,0
13828,58,4,3,4,1,1,2,1,1,5,1,2,3,0,0,40256900.0,47900,24000.0,0,34300000,2270000,0,24000,1477000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,1,3,490733.96794,6,0.0,0.0,38779900.0,0,1,0,0,0
13829,58,4,3,4,1,1,2,1,1,5,1,2,3,0,0,40258900.0,47900,24000.0,0,34300000,2270000,0,24000,1477000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,1,3,1053889.0281,6,0.0,0.0,38781900.0,0,1,0,0,0
13830,66,5,4,4,1,1,2,1,1,5,1,2,2,0,0,15924000.0,11226000,5400000.0,1,1000000,3100000,0,7000000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,0,0,0,3,797712.92585,6,0.0,276713.42685,15924000.0,0,1,0,0,0
13831,66,5,4,4,1,1,2,1,1,5,1,2,2,0,0,16974000.0,12277000,5700000.0,1,1000000,3100000,0,7500000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,0,0,0,3,816088.42685,6,0.0,303736.22244,16974000.0,0,1,0,0,0
13832,66,5,4,4,1,1,2,1,1,5,1,2,2,0,0,16473000.0,11775000,5400000.0,1,1000000,3100000,0,7000000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,0,0,0,3,798793.83768,6,0.0,270227.95591,16473000.0,0,1,0,0,0
13833,66,5,4,4,1,1,2,1,1,5,1,2,2,0,0,16318000.0,11620000,5700000.0,1,1000000,3100000,0,7500000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,0,0,0,3,871214.92986,6,0.0,324273.54709,16318000.0,0,1,0,0,0
13834,66,5,4,4,1,1,2,1,1,5,1,2,2,0,0,16554000.0,11856000,5700000.0,1,1000000,3100000,0,7500000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,0,0,0,3,840949.3988,6,0.0,273470.69138,16554000.0,0,1,0,0,0
13835,61,4,2,5,0,1,1,3,1,5,1,1,1,0,0,375900.0,6900,0.0,0,0,311000,0,0,65600,0,0,0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,1,0,0,3,34589.178357,2,0.0,34589.178357,310300.0,0,1,0,0,0
13836,61,4,2,5,0,1,1,3,1,5,1,1,1,0,0,376400.0,7400,0.0,0,0,311000,0,0,43300,0,0,0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,1,0,0,3,34589.178357,2,0.0,34589.178357,333100.0,0,1,0,0,0
13837,61,4,2,5,0,1,1,3,1,5,1,1,1,0,0,377400.0,7400,0.0,0,0,312000,0,0,63600,0,0,0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,1,0,0,3,34589.178357,2,0.0,34589.178357,313800.0,0,1,0,0,0
13838,61,4,2,5,0,1,1,3,1,5,1,1,1,0,0,343300.0,3300,0.0,0,0,281000,0,0,43600,0,0,0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,1,0,0,3,34589.178357,2,0.0,34589.178357,299700.0,0,1,0,0,0
13839,61,4,2,5,0,1,1,3,1,5,1,1,1,0,0,317130.0,130,0.0,0,0,259000,0,0,41200,0,0,0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,1,0,0,3,34589.178357,2,0.0,34589.178357,275930.0,0,1,0,0,0
13840,37,2,1,2,0,2,1,2,1,1,1,2,1,0,0,35920.0,15020,0.0,0,0,0,0,0,500,1,1,0,1200.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,1,1,81068.386774,3,0.0,81068.386774,35420.0,0,0,0,0,0
13841,37,2,1,2,0,2,1,2,1,1,1,2,1,0,0,29710.0,15010,0.0,0,0,0,0,0,500,1,1,0,1200.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,1,1,78906.563126,3,0.0,78906.563126,29210.0,0,0,0,0,0
13842,37,2,1,2,0,2,1,2,1,1,1,2,1,0,0,34810.0,15010,0.0,0,0,0,0,0,500,1,1,0,1200.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,1,1,81068.386774,3,0.0,81068.386774,34310.0,0,0,0,0,0
13843,37,2,1,2,0,2,1,2,1,1,1,2,1,0,0,33210.0,15010,0.0,0,0,0,0,0,500,1,1,0,1200.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,1,1,64854.709419,3,0.0,64854.709419,32710.0,0,0,0,0,0
13844,37,2,1,2,0,2,1,2,1,1,1,2,1,0,0,40710.0,15010,0.0,0,0,0,0,0,500,1,1,0,1200.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,1,1,81068.386774,3,0.0,81068.386774,40210.0,0,0,0,0,0
13845,46,3,4,4,1,1,1,1,3,3,1,2,1,0,0,4204000.0,3020000,585000.0,1,0,525000,0,350000,328000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,599906.06212,6,0.0,594501.50301,3876000.0,0,1,0,0,0
13846,46,3,4,4,1,1,1,1,3,3,1,2,1,0,0,4247000.0,3020000,585000.0,1,0,525000,0,350000,328000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,599906.06212,6,0.0,594501.50301,3919000.0,0,1,0,0,0
13847,46,3,4,4,1,1,1,1,3,3,1,2,1,0,0,4065000.0,2850000,585000.0,1,0,525000,0,350000,328000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,599906.06212,6,0.0,594501.50301,3737000.0,0,1,0,0,0
13848,46,3,4,4,1,1,1,1,3,3,1,2,1,0,0,4156000.0,2963000,585000.0,1,0,525000,0,350000,328000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,599906.06212,6,0.0,594501.50301,3828000.0,0,1,0,0,0
13849,46,3,4,4,1,1,1,1,3,3,1,2,1,0,0,4255000.0,3020000,585000.0,1,0,525000,0,350000,328000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,599906.06212,6,0.0,594501.50301,3927000.0,0,1,0,0,0
13850,35,2,3,4,4,1,1,3,3,3,1,2,1,0,0,553400.0,34000,2200.0,1,0,190000,0,0,310500,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,1,0,1,61611.973948,3,0.0,61611.973948,242900.0,0,0,0,0,0
13851,35,2,3,4,4,1,1,3,3,3,1,2,1,0,0,606500.0,49000,37000.0,1,0,190000,0,0,310500,0,0,0,0.0,0.0,0,0.0,0,0,0,0,4,0,0,0,1,0,1,59450.150301,3,0.0,59450.150301,296000.0,0,0,0,0,0
13852,35,2,3,4,4,1,1,3,3,3,1,2,1,0,0,578700.0,42000,30000.0,1,0,190000,0,0,310500,0,0,0,0.0,0.0,0,0.0,0,0,0,0,4,0,0,0,1,0,1,60531.062124,3,0.0,60531.062124,268200.0,0,0,0,0,0
13853,35,2,3,4,4,1,1,3,3,3,1,2,1,0,0,566800.0,40000,2800.0,1,0,190000,0,0,310500,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,1,0,1,55126.503006,3,0.0,55126.503006,256300.0,0,0,0,0,0
13854,35,2,3,4,4,1,1,3,3,3,1,2,1,0,0,605000.0,42000,11500.0,1,0,190000,0,0,310500,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,1,0,1,58369.238477,3,0.0,58369.238477,294500.0,0,0,0,0,0
13855,67,5,4,5,0,1,2,3,1,5,1,2,3,0,0,10275875.0,3142500,2950000.0,0,1475625,4444375,0,2950000,24375,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,1,0,0,3,245366.98397,5,29184.619238,162136.77355,10251500.0,0,1,0,0,0
13856,67,5,4,5,0,1,2,3,1,5,1,2,3,0,0,10275875.0,3142500,2950000.0,0,1475625,4444375,0,2950000,24375,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,1,0,0,3,245366.98397,5,29184.619238,162136.77355,10251500.0,0,1,0,0,0
13857,67,5,4,5,0,1,2,3,1,5,1,2,3,0,0,10275875.0,3142500,2950000.0,0,1475625,4444375,0,2950000,24375,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,1,0,0,3,245366.98397,5,29184.619238,162136.77355,10251500.0,0,1,0,0,0
13858,67,5,4,5,0,1,2,3,1,5,1,2,3,0,0,10275875.0,3142500,2950000.0,0,1475625,4444375,0,2950000,24375,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,1,0,0,3,245366.98397,5,29184.619238,162136.77355,10251500.0,0,1,0,0,0
13859,67,5,4,5,0,1,2,3,1,5,1,2,3,0,0,10276875.0,3142500,2950000.0,0,1475625,4444375,0,2950000,24375,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,1,0,0,3,245366.98397,5,29184.619238,162136.77355,10252500.0,0,1,0,0,0
13860,67,5,2,4,2,1,3,4,1,6,0,4,3,0,0,33629000.0,2073000,0.0,0,28440000,1261000,0,0,66900,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,2140205.4108,6,398856.46293,179431.36273,33562100.0,0,1,0,0,0
13861,67,5,2,4,2,1,3,4,1,6,0,4,3,0,0,31644000.0,2053000,0.0,0,26490000,1261000,0,0,66800,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,2140205.4108,6,399937.37475,179431.36273,31577200.0,0,1,0,0,0
13862,67,5,2,4,2,1,3,4,1,6,0,4,3,0,0,37168000.0,2354000,0.0,0,31700000,1261000,0,0,67400,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,2140205.4108,6,398856.46293,179431.36273,37100600.0,0,1,0,0,0
13863,67,5,2,4,2,1,3,4,1,6,0,4,3,0,0,35633000.0,1821000,0.0,0,30720000,1261000,0,0,68000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,2140205.4108,6,398856.46293,179431.36273,35565000.0,0,1,0,0,0
13864,67,5,2,4,2,1,3,4,1,6,0,4,3,0,0,33232000.0,1841000,0.0,0,28300000,1261000,0,0,66600,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,2140205.4108,6,398856.46293,179431.36273,33165400.0,0,1,0,0,0
13865,50,3,4,5,0,1,1,2,1,2,1,2,2,0,0,2388500.0,1873500,1157750.0,1,0,345000,0,122000,80000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,0,3,183755.01002,5,0.0,183755.01002,2308500.0,0,1,0,0,0
13866,50,3,4,5,0,1,1,2,1,2,1,2,2,0,0,2393200.0,1880200,1161950.0,1,0,345000,0,129000,80000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,0,3,183755.01002,5,0.0,183755.01002,2313200.0,0,1,0,0,0
13867,50,3,4,5,0,1,1,2,1,2,1,2,2,0,0,2389000.0,1875000,1158950.0,1,0,345000,0,124000,80000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,0,3,183755.01002,5,0.0,183755.01002,2309000.0,0,1,0,0,0
13868,50,3,4,5,0,1,1,2,1,2,1,2,2,0,0,2386000.0,1873000,1157750.0,1,0,345000,0,122000,80000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,0,3,183755.01002,5,0.0,183755.01002,2306000.0,0,1,0,0,0
13869,50,3,4,5,0,1,1,2,1,2,1,2,2,0,0,2386200.0,1872200,1157750.0,1,0,345000,0,122000,80000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,0,3,183755.01002,5,0.0,183755.01002,2306200.0,0,1,0,0,0
13870,80,6,4,3,0,2,3,4,1,6,0,4,1,0,0,4530000.0,2983000,85000.0,1,0,700000,0,85000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,2,179431.36273,5,48641.032064,12970.941884,4530000.0,0,1,0,0,0
13871,80,6,4,3,0,2,3,4,1,6,0,4,1,0,0,4530000.0,2983000,85000.0,1,0,700000,0,85000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,2,179431.36273,5,48641.032064,12970.941884,4530000.0,0,1,0,0,0
13872,80,6,4,3,0,2,3,4,1,6,0,4,1,0,0,4530000.0,2983000,85000.0,1,0,700000,0,85000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,2,179431.36273,5,48641.032064,12970.941884,4530000.0,0,1,0,0,0
13873,80,6,4,3,0,2,3,4,1,6,0,4,1,0,0,4530000.0,2983000,85000.0,1,0,700000,0,85000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,2,179431.36273,5,48641.032064,12970.941884,4530000.0,0,1,0,0,0
13874,80,6,4,3,0,2,3,4,1,6,0,4,1,0,0,4530000.0,2983000,85000.0,1,0,700000,0,85000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,2,179431.36273,5,48641.032064,12970.941884,4530000.0,0,1,0,0,0
13875,48,3,3,5,0,1,1,2,4,2,1,2,3,0,0,566300.0,114000,90000.0,1,0,125000,0,0,290900,0,0,0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,102686.62325,4,0.0,86472.945892,275400.0,0,0,0,0,1
13876,48,3,3,5,0,1,1,2,4,2,1,2,3,0,0,535200.0,83000,50000.0,1,0,125000,0,0,290900,0,0,0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,102686.62325,4,0.0,86472.945892,244300.0,0,0,0,0,1
13877,48,3,3,5,0,1,1,2,4,2,1,2,3,0,0,568300.0,115000,93000.0,1,0,125000,0,0,290900,0,0,0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,102686.62325,4,0.0,86472.945892,277400.0,0,0,0,0,1
13878,48,3,3,5,0,1,1,2,4,2,1,2,3,0,0,537300.0,85000,58000.0,1,0,125000,0,0,290900,0,0,0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,102686.62325,4,0.0,86472.945892,246400.0,0,0,0,0,1
13879,48,3,3,5,0,1,1,2,4,2,1,2,3,0,0,542300.0,89000,65000.0,1,0,125000,0,0,290900,0,0,0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,102686.62325,4,0.0,86472.945892,251400.0,0,0,0,0,1
13880,34,1,4,4,1,1,1,2,4,3,1,2,3,0,0,1691350.0,69350,3850.0,0,23000,906000,0,11000,663500,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,351296.34269,6,0.0,318868.98798,1027850.0,0,1,0,0,0
13881,34,1,4,4,1,1,1,2,4,3,1,2,3,0,0,1749990.0,42990,8250.0,0,26000,982000,0,11000,665600,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,342649.0481,6,0.0,310221.69339,1084390.0,0,1,0,0,0
13882,34,1,4,4,1,1,1,2,4,3,1,2,3,0,0,1598960.0,142960,4750.0,0,21000,778000,0,9500,620200,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,376157.31463,6,0.0,342649.0481,978760.0,0,1,0,0,0
